2;150;Photo17;Cape Town;3;Cape Town is the second-most populated city in South Africa after Johannesburg, and the provincial capital and primate city of the Western Cape. As the seat of the National Parliament, it is also the legislative capital of the country. It forms part of the City of Cape Town metropolitan municipality. The city is famous for its harbour as well as its natural setting in the Cape floral kingdom, as well as for such well-known landmarks as Table Mountain and Cape Point. Located on the shore of Table Bay, Cape Town was originally developed by the Dutch East India Company as a victualling (supply) station for Dutch ships sailing to East Africa, India, and the Far East. Today it is one of the most multicultural cities in the world, reflecting its role as a major destination for immigrants and expatriates to South Africa. ;
3;160;Photo18;Seattle;0;Seattle is a coastal seaport city and the seat of King County, in the U.S. state of Washington. The city is situated on a narrow isthmus between Puget Sound (an inlet of the Pacific Ocean) and Lake Washington, about 100 miles (160 km) south of the United States border. A major gateway for trade with Asia, Seattle is the 8th largest port in the United States and 9th largest in North America in terms of container handling. Seattle has a noteworthy musical history. From 1918 to 1951, there were nearly two dozen jazz nightclubs along Jackson Street from the current Chinatown/International District to the Central District. The jazz scene developed the early careers of Ray Charles, Quincy Jones, Ernestine Anderson and others. Seattle is also the birthplace of rock legend Jimi Hendrix and the alternative rock music style known as grunge, which was made famous by local groups Nirvana, Pearl Jam, Soundgarden, and Alice in Chains. Seattle is also famous for its hip hop artists, such as rappers Sir Mix-a-Lot, Blue Scholars, and Macklemore.;
4;95;Photo19;Pisa;1;Pisa is a city in Tuscany, Central Italy, on the right bank of the mouth of the River Arno on the Tyrrhenian Sea. It is the capital city of the Province of Pisa. Although Pisa is known worldwide for its leaning tower (the bell tower of the city's cathedral), the city of over 88,332 residents contains more than 20 other historic churches, several palaces and various bridges across the River Arno. Much of the city's architecture was financed from its history as one of the Italian maritime republics. The city is also home of the University of Pisa, which has a history going back to the 12th century and also has the mythic Napoleonic Scuola Normale Superiore di Pisa and Sant'Anna School of Advanced Studies as the best[citation needed] Superior Graduate Schools in Italy.;
5;55;Photo20;Johannesburg;3;Johannesburg also known as Jozi, Joburg, Joni, eGoli or Joeys, abbreviated as Jhb, is the largest city in South Africa, by population. Johannesburg is the provincial capital of Gauteng, the wealthiest province in South Africa, having the largest economy of any metropolitan region in Sub-Saharan Africa. The city is one of the 50 largest metropolitan areas in the world, and is also the world's largest city not situated on a river, lake, or coastline.It claims to be the lightning capital of the world, though this title is also claimed by others. The city is the source of a large-scale gold and diamond trade, due to its location on the mineral-rich Witwatersrand range of hills.;
3;95;Photo21;Miami;0;Miami is a city located on the Atlantic coast in southeastern Florida and the county seat of Miami-Dade County. The 42nd largest city proper in the United States, with a population of 413,892, it is the principal, central, and most populous city of the Miami metropolitan area, and the most populous metropolis in the Southern United States after Washington, D.C. Miami is a major center and a leader in finance, commerce, culture, media, entertainment, the arts, and international trade. For more than two decades, the Port of Miami, known as the 'Cruise Capital of the World,' has been the number one cruise passenger port in the world. It accommodates some of the world's largest cruise ships and operations, and is the busiest port in both passenger traffic and cruise lines.;
2;115;Photo22;Florida;0;Florida is a state in the southeastern region of the United States, bordered to the west by the Gulf of Mexico, to the north by Alabama and Georgia, to the east by the Atlantic Ocean, and to the south by the Straits of Florida. Florida is the 22nd most extensive, the 4th most populous, and the 8th most densely populated of the 50 United States. The state capital is Tallahassee, the largest city is Jacksonville, and the largest metropolitan area is the Miami metropolitan area. Much of Florida is a peninsula between the Gulf of Mexico, the Atlantic Ocean, and the Straits of Florida. Its geography is notable for a coastline, omnipresent water and the threat of hurricanes. Florida has the longest coastline in the contiguous United States, encompassing approximately 1,350 miles (2,170 km), and is the only state that borders both the Gulf of Mexico and the Atlantic Ocean. Much of the state is at or near sea level and is characterized by sedimentary soil. The climate varies from subtropical in the north to tropical in the south. Some of its most iconic animals, such as the American alligator, crocodile, Florida panther and the manatee, can be found in the Everglades National Park.;
3;195;Photo23;Detroit;0;Detroit is the most populous city in the U.S. state of Michigan, and is the seat of Wayne County, the most populous county in the state. It is a primary business, cultural, financial and transportation center in the Metro Detroit area, a region of 5.2 million people, and serves as a major port on the Detroit River connecting the Great Lakes system to the Saint Lawrence Seaway. Known as the world's traditional automotive center, 'Detroit' is a metonym for the American automobile industry and an important source of popular music legacies celebrated by the city's two familiar nicknames, the Motor City and Motown. Downtown Detroit has seen an increased role as an entertainment hub in the 21st century, with the opening of three casinos, new stadiums, and a riverfront revitalization project.;
4;215;Photo24;Las Vegas;0;Las Vegas is the most populous city in the U.S. state of Nevada and the county seat of Clark County. Las Vegas is an internationally renowned major resort city known primarily for gambling, shopping, fine dining, and nightlife and is the leading financial and cultural center for Southern Nevada. The city bills itself as The Entertainment Capital of the World, and is famous for its consolidated casino–hotels and associated entertainment. A growing retirement and family city, Las Vegas is the 31st-most populous city in the United States, with a population at the 2010 census of 583,756. Las Vegas also is used to describe the city along with areas beyond the city limits, especially the resort areas on and near the Las Vegas Strip, and the Las Vegas Valley. The 4.2 mi (6.8 km) stretch of South Las Vegas Boulevard known as the Strip is in the unincorporated communities of Paradise, Winchester, and Enterprise.;
4;185;Photo25;Texas;0;Texas is the second most populous (after California) and the second-largest of the 50 states (after Alaska) in the United States of America, and the largest state in the 48 contiguous United States. Geographically located in the South Central part of the country, Texas shares an international border with the Mexican states of Chihuahua, Coahuila, Nuevo León, and Tamaulipas to the south and borders the U.S. states of New Mexico to the west, Oklahoma to the north, Arkansas to the northeast, and Louisiana to the east.  Due to its size and geologic features such as the Balcones Fault, Texas contains diverse landscapes that resemble both the American South and Southwest. Although Texas is popularly associated with the Southwestern deserts, less than 10 percent of the land area is desert. Most of the population centers are located in areas of former prairies, grasslands, forests, and the coastline. Traveling from east to west, one can observe terrain that ranges from coastal swamps and piney woods, to rolling plains and rugged hills, and finally the desert and mountains of the Big Bend.;
5;120;Photo26;Hawaii;0;Hawaii is the most recent of the 50 U.S. states (joined the Union on August 21, 1959), and is the only U.S. state made up entirely of islands. It is the northernmost island group in Polynesia, occupying most of an archipelago in the central Pacific Ocean. Hawaii’s diverse natural scenery, warm tropical climate, abundance of public beaches, oceanic surroundings, and active volcanoes make it a popular destination for tourists, (wind) surfers, biologists, and volcanologists alike. Due to its mid-Pacific location, Hawaii has many North American and Asian influences along with its own vibrant native culture. Hawaii has over a million permanent residents along with many visitors and U.S. military personnel. Its capital is Honolulu on the island of O?ahu.;
5;95;Photo27;Frankfurt;1;Frankfurt am Main, commonly known as Frankfurt, is the largest city in the German state of Hesse and the fifth-largest city in Germany, with a 2012 population of 687,775. The city is at the centre of the larger Frankfurt Rhine-Main Metropolitan Region which has a population of 5,600,000 and is Germany's second-largest metropolitan region. Frankfurt is the largest financial centre in continental Europe and ranks among the world's leading financial centres. It is home to the European Central Bank, Deutsche Bundesbank, Frankfurt Stock Exchange and several large commercial banks. A unique feature of Frankfurt is its significant number of skyscrapers and high-rise buildings in the city center which form the Frankfurt skyline. Frankfurt is one of only a few cities in the European Union that have such a skyline. Because of the city's skyline, Germans sometimes refer to Frankfurt as 'Mainhattan', a portmanteau of the local Main River and Manhattan.;
2;85;Photo28;Stuttgart;1;Stuttgart is the capital of the state of Baden-Württemberg in southern Germany. The sixth-largest city in Germany, Stuttgart has a population of 613,392 while the metropolitan area has a population of 5.3 million. With over 5 million inhabitants, the greater Stuttgart Metropolitan Region is the fourth-biggest in Germany after the Rhine-Ruhr area, Berlin/Brandenburg and Frankfurt/Rhine-Main. The city lies at the centre of a densely populated area, surrounded by a ring of smaller towns. Stuttgart is spread across a variety of hills (some of them vineyards), valleys and parks – unusual for a German city and often a source of surprise to visitors who primarily associate the city with its industrial reputation as the 'cradle of the automobile'. The city's tourism slogan is 'Stuttgart offers more'.;
5;75;Photo29;Brussels;1;Brussels, officially the Brussels-Capital Region, is the capital of Belgium and de facto the capital of the European Union (EU). It is also the largest urban area in Belgium, comprising 19 municipalities, including the municipality of the City of Brussels, which is the de jure capital of Belgium, in addition to the seat of the French Community of Belgium and of the Flemish Community. Brussels has grown from a 10th-century fortress town founded by a descendant of Charlemagne to a sizeable city.The city has a population of 1.2 million and a metropolitan area with a population of over 1.8 million, both of them the largest in Belgium. Historically Dutch-speaking, Brussels has seen a major shift to French since Belgian independence in 1830. Today, although the majority language is French, the city is officially bilingual. Brussels is increasingly becoming multilingual with increasing numbers of migrants, expatriates and minority groups speaking their own languages.;
1;120;Photo30;Milan;1;Milan is the second-largest city in Italy and the capital of Lombardy. The city proper has a population of about 1.30 million, while its urban area is the 5th largest in the EU and the largest in Italy with an estimated population of about 9.2 million. Milan is the main industrial, commercial and financial centre of Italy and a leading global city. Its business district hosts the Borsa Italiana (Italy's main stock exchange) and the headquarters of the largest national banks and companies. The city is a major world fashion and design capital. Thanks to its important museums, theatres and landmarks (including the Milan Cathedral, the fifth largest cathedral in the world, and Santa Maria delle Grazie, decorated with Leonardo da Vinci paintings, a UNESCO World Heritage Site) Milan attracts more than two million annual visitors. It hosts numerous cultural institutions and universities.;
2;130;Photo31;Rome;1;Rome is a city and special comune (named 'Roma Capitale') in Italy. Rome is the capital of Italy and also of the homonymous province and of the region of Lazio. The urban area of Rome extends beyond the administrative city limits with a population of around 3.8 million. The city is located in the central-western portion of the Italian Peninsula, on the Tiber within Lazio (Latium). Rome is the only city in the world to contain in its interior a whole state; the enclave of Vatican City. Rome's history spans more than two and a half thousand years, since its legendary founding in 753 BC. Rome is one of the oldest continuously occupied cities in Europe. The city is one of Europe's and the world's most successful city 'brands', both in terms of reputation and assets. Its historic centre is listed by UNESCO as a World Heritage Site. Monuments and museums such as the Vatican Museums and the Colosseum are among the world's most visited tourist destinations with both locations receiving millions of tourists a year.;
3;195;Photo32;Beijing;2;Beijing , sometimes romanized as Peking, is the capital of the People's Republic of China and one of the most populous cities in the world. Beijing Municipality is surrounded by Hebei Province with the exception of neighboring Tianjin Municipality to the southeast. Beijing is the second largest Chinese city by urban population after Shanghai and is the nation's political, cultural, and educational center. It is home to the headquarters of most of China's largest state-owned companies, and is a major hub for the national highway, expressway, railway, and high-speed rail networks. The Beijing Capital International Airport is the second busiest in the world by passenger traffic. The city is renowned for its opulent palaces, temples, gardens, tombs, walls and gates, and its art treasures and universities have made it a center of culture and art in China;
4;65;Photo33;Moscow;2;Moscow is the capital city and the most populous federal subject of Russia. The city is a major political, economic, cultural and scientific center in Russia and in Eurasia. Moscow is situated on the Moskva River in the Central Federal District of European Russia. In the course of its history the city has served as the capital of a progression of states, from the medieval Grand Duchy of Moscow and the subsequent Tsardom of Russia to the Soviet Union. Moscow is the site of the Moscow Kremlin, a medieval city-fortress that is today the residence of the Russian president. The city is served by an extensive transit network, which includes four international airports, nine railway terminals, and one of the deepest underground metro systems in the world, the Moscow Metro, third to Tokyo and Seoul in terms of passenger numbers. It is recognized as one of the city's landmarks due to the rich and varied architecture of its 188 stations.;
0;125;Photo34;Nairobi;2;Nairobi is the capital and largest city of Kenya. The city and its surrounding area also form the Nairobi County. The name 'Nairobi' comes from the Maasai phrase Enkare Nyrobi, which translates to 'cold water'. The phrase is also the Maasai name of the Nairobi river, which in turn lent its name to the city. However, it is popularly known as the 'Green City in the Sun' and is surrounded by several expanding villa suburbs. Nairobi is the most populous city in East Africa, with a current estimated population of about 3 million. Nairobi is now one of the most prominent cities in Africa both politically and financially.Home to thousands of Kenyan businesses and over 100 major international companies and organisations, including the United Nations Environment Programme (UNEP) and the main co-ordinating and headquarters for the UN in Africa & Middle East, the United Nations Office in Nairobi (UNON), Nairobi is an established hub for business and culture.;
3;175;Photo35;Shanghai ;2;Shanghai is the largest city by population in China and the largest city proper by population in the world. It is one of the four direct-controlled municipalities of China, with a total population of over 23 million as of 2010. Located in the Yangtze River Delta in East China, Shanghai sits at the mouth of the Yangtze River in the middle portion of the Chinese coast. The municipality borders the provinces of Jiangsu and Zhejiang to the north, south and west, and is bounded to the east by the East China Sea. Shanghai is a popular tourist destination renowned for its historical landmarks such as The Bund, City God Temple and Yu Garden, as well as the extensive Lujiazui skyline and major museums including the Shanghai Museum and the China Art Museum. It has been described as the 'showpiece' of the booming economy of mainland China.;
2;190;Photo36;Seoul;2;Seoul - officially the Seoul Special City - is the capital and largest metropolis of South Korea. A megacity with a population of more than 10 million, it is the largest city proper in the developed world.The Seoul Capital Area, which includes the surrounding Incheon metropolis and Gyeonggi province, is the world's second largest metropolitan area with over 25.6 million people, home to over half of South Koreans along with 632,000 international residents. Seoul has a very technologically advanced infrastructure. It has the world's highest fibre-optic broadband penetration, resulting in the world's fastest internet connections with speeds up to 1 Gbps. Seoul Station is the main terminal of the KTX high-speed rail and the Seoul Subway is the world's largest subway network by length, considered the world's best subway by Jalopnik featuring 4G LTE, WiFi, DMB and WiBro. Seoul is connected via AREX to Incheon International Airport, rated the world's best airport seven years in a row (2005–2012) by Airports Council International. Lotte World Tower, a 556m (1,824 ft) supertall skyscraper is under construction in Seoul to become the OECD's tallest in 2015 with the world's tallest observation deck on its 123rd floor.;
4;95;Photo37;Tunis;3;Tunis is the capital of both the Tunisian Republic and the Tunis Governorate. It is Tunisia's largest city, with a population of 2,256,320 as of 2011; the greater metropolitan area holds some 2,412,500 inhabitants. Situated on a large Mediterranean Sea gulf (the Gulf of Tunis), behind the Lake of Tunis and the port of La Goulette (Halq al Wadi), the city extends along the coastal plain and the hills that surround it. At the centre of more modern development (from the colonial era and later) lies the old medina. Beyond this district lie the suburbs of Carthage, La Marsa, and Sidi Bou Said. The medina is found at the centre of the city: a dense agglomeration of alleys and covered passages, full of intense scents and colours, boisterous and active trade, and a surfeit of goods on offer ranging from leather to plastic, tin to the finest filigree, tourist souvenirs to the works of tiny crafts shops.;
4;125;Photo38;Tripoli;3;Tripoli is the capital city and the largest city of Libya. As of 2011, the Tripoli metropolitan area (district area) had a population of 2.2 million people. The city is located in the northwestern part of Libya on the edge of the desert, on a point of rocky land projecting into the Mediterranean and forming a bay. Tripoli includes the Port of Tripoli and the country's largest commercial and manufacturing centre. It is also the site of the University of Tripoli. The vast Bab al-Azizia barracks, which includes the former family estate of Muammar Gaddafi, is also located in the city. Colonel Gaddafi largely ruled the country from his residence in this barracks. Tripoli was founded in the 7th century BC by the Phoenicians, who named it Oea. Due to the city's long history, there are many sites of archaeological significance in Tripoli. 'Tripoli' may also refer to the shabiyah (top-level administrative division in the current Libyan system), the Tripoli District.;
4;135;Photo39;Marrakesh;3;Marrakesh, or Marrakech is a major city in the northwest African nation of Morocco. It is the fourth largest city in the country after Casablanca, Fes and Rabat, and is the capital of the mid-southwestern economic region of Marrakech-Tensift-El Haouz. Marrakesh is the most important of Morocco's four former imperial cities. Today it is one of the busiest cities in Africa and serves as a major economic centre and tourist destination. Tourism is strongly advocated by the reigning Moroccan monarch, Mohammed VI, with the goal of doubling the number of tourists visiting Morocco to 20 million by 2020. Despite the economic recession, real estate and hotel development in Marrakesh has grown dramatically in the 21st century. Marrakesh is particularly popular with the French, and numerous French celebrities own property in the city. Marrakesh has the largest traditional Berber market (souk) in Morocco, with some 18 souks selling wares ranging from traditional Berber carpets to modern consumer electronics. Crafts employ a significant percentage of the population, who primarily sell their products to tourists. Marrakesh is served by Ménara International Airport and the Marrakesh railway station, which connects the city to Casablanca and northern Morocco. ;
5;160;Photo40;Mauritius;3;Mauritius, officially the Republic of Mauritius, is an island nation in the Indian Ocean about 2,000 kilometres (1,200 mi) off the southeast coast of the African continent. The country includes the islands of Mauritius, Rodrigues (560 kilometres (350 mi) east of the principal island), the islands of Agalega and the archipelago Saint Brandon. Mauritius claims sovereignty over the Chagos Archipelago situated 1,287 kilometres (800 mi) to the north east; the United Kingdom excised the archipelago from Mauritian territory prior to Mauritius' independence and gradually depopulated it. The islands of Mauritius, Rodrigues and Réunion, 170 km (110 mi) south west, form part of the Mascarene Islands. The area of the country is 2040 km2. Its capital is Port Louis. The country is multi-ethnic and multi-cultural; most Mauritians are multilingual, and English, French, Creole and Asian languages are used. The government system is closely modelled on the Westminster parliamentary system. Mauritius is highly ranked for democracy and for economic and political freedom. The island of Mauritius was the only home of the Dodo bird. The bird became extinct fewer than eighty years after its discovery.;
3;185;Photo41;Seychelles;3;Seychelles, officially the Republic of Seychelles, is a 115-island country spanning an archipelago in the Indian Ocean, some 1,500 kilometres (932 mi) east of mainland Africa, northeast of the island of Madagascar. Other nearby island countries and territories include Zanzibar to the west, Mauritius, Rodrigues, Agaléga and Réunion to the south, and Comoros and Mayotte to the southwest. Seychelles, with an estimated population of 86,525, has the smallest population of any African state.[4] It has the highest Human Development Index in Africa and the highest income inequality in the world, as measured by the Gini index. Seychelles is a member of the African Union.;
